N,P,K,temperature,humidity,ph,rainfall,label
24,68,16,19.294943530394008,19.058862716670216,5.846721582487653,104.52164506740603,kidneybeans
38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
11,46,17,25.540871734297692,56.01875375683281,8.048862732489688,35.34892058249776,mothbeans
27,22,30,29.134271638642435,90.61529873248013,6.01819317210786,144.90579402825048,coconut
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
36,67,21,17.058458924299185,23.918695021887658,5.833870842565756,83.8672539977782,kidneybeans
79,78,49,25.608830851609476,81.78192682255572,5.700931976773236,114.03503065783944,banana
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
96,29,30,26.066260947801684,62.109159918811415,6.380249932668595,200.75074249168824,coffee
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram
62,60,42,24.803928013573685,72.4782589536617,7.052888993915982,194.00623928353596,jute
118,40,35,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
79,45,20,23.755329380862104,59.71375214201075,5.550516256047734,93.65855787213836,maize
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
89,54,40,24.39354587973589,87.80262521533369,6.755118595369102,154.17130794817768,jute
5,34,20,28.891890792517227,55.24793811256768,9.740958336030461,65.80787263694978,mothbeans
48,46,50,23.13143112692153,90.90999685442519,6.484757538938143,207.50682896496394,papaya
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
62,41,35,24.68427653791944,78.21452972387917,6.821691631082395,197.07285655265522,jute
40,64,48,32.2750412620395,90.20831223632806,6.82075657347181,71.81769864554376,papaya
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
93,25,28,23.834675409102125,56.5555833926137,7.212771306139821,141.41909879363465,coffee
39,72,20,21.704800753814773,20.76463447188254,6.098447181659217,60.69908273929351,kidneybeans
72,45,20,24.114275658434433,73.50657978792098,6.77375905331546,93.80233640603716,maize
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
19,64,25,17.814470276435436,18.607918376266497,5.696058268954056,150.68831846961015,kidneybeans
19,14,11,26.96700726914462,91.63603273973304,6.636521052370943,117.64839049408494,orange
79,18,51,27.816980998765928,94.25335395928266,6.427256875560914,24.01961468207902,muskmelon
102,19,31,24.62842237837436,58.32112015638162,6.673469823121764,139.07628308567624,coffee
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,lentil
12,65,20,27.124574136345565,64.04742871698922,7.194685818831057,42.95851954981894,lentil
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
20,29,28,25.826114152057528,90.97385719007065,6.024716611236749,154.01643704295245,coconut
106,17,46,24.73316657566919,82.11711720689503,6.355333965152403,43.63296593715091,watermelon
77,52,18,25.76807921109923,74.51214219391424,5.975899503170619,77.50892503478799,maize
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
4,20,25,30.157141054189683,46.8729217388854,5.740215481018822,99.94980765252606,mango
116,37,25,28.164253914241208,58.611937013439494,6.131093450755294,154.69812825751785,coffee
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
55,72,78,19.717168772911247,17.869873699993395,7.19244211236532,75.90926699410768,chickpea
24,30,11,32.89135296408795,98.57373171288796,6.655324209369681,115.80236734988085,orange
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
32,37,20,26.72738330480852,86.28542595617004,6.678972641982272,36.95134059857457,mungbean
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
102,10,51,23.887902566219005,84.01689705534514,6.3554504899608695,42.636106500234554,watermelon
63,43,20,18.128935727712435,56.13537636866455,6.778018897276135,90.51359814744991,maize
93,15,51,26.861352746395088,94.27368068781651,6.549241291590024,23.461501352369833,muskmelon
105,95,49,27.558774916134503,85.31174224170024,5.969645368074311,99.97391460114805,banana
91,38,36,26.5232969,77.17331847,7.287318722999999,157.8548562,jute
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
60,68,50,35.01080271045397,88.94887077120117,6.60636748929546,258.8448762476511,papaya
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
3,9,35,27.123779593030314,99.89837779623883,6.301144047853102,225.5050062048975,coconut
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,orange
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
83,22,54,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
15,35,27,27.76297140577453,54.25156745205049,5.714220063485916,89.15567934563484,mango
80,57,36,23.77995200470413,72.94245652810997,7.223755525712969,173.81760320147023,jute
84,24,49,26.712248100509324,87.2102482690446,6.805431047765969,50.48149433109235,watermelon
5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,pomegranate
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
113,30,28,23.115532179538764,58.931102728894956,6.683954113839511,196.96201327430913,coffee
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
17,59,17,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans
22,78,17,21.286760321979475,20.542386007277933,5.9984144124498515,116.55645893848036,kidneybeans
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
35,24,41,24.553563073350933,95.99749700235378,7.069107542615936,103.66024788512573,pomegranate
77,48,35,25.977531309707683,86.42284356876569,7.154773434666432,157.12521457595486,jute
24,55,76,17.04417189064743,15.375774523853138,6.5819025624323375,75.45747105602845,chickpea
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
64,41,45,24.99182112150845,86.1686899104216,7.126393341828078,195.78852705447994,jute
30,71,16,28.530957570486468,48.76241980458016,5.862956215780689,99.04476920149709,pigeonpeas
63,47,35,26.98582182,89.05587886,7.432768147000001,193.8778713,jute
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
121,45,22,23.581296864379787,75.18294905070948,7.89864714706074,70.61874304930186,cotton
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,pomegranate
23,54,16,20.98669865265512,69.88066394216642,5.129305224826261,179.78111433450871,pigeonpeas
13,121,195,21.746621571024868,91.88530309062253,6.453358261815971,118.97725145433122,apple
54,61,77,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea
25,21,41,20.489100741026125,85.60376967080836,7.163063812442929,109.46563038399442,pomegranate
107,21,26,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
59,63,87,18.254837494512977,19.02929694241826,7.891760495385553,70.282115717818,chickpea
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
21,21,30,27.020585581200322,51.54234077610207,5.510854652887022,100.5330807524743,mango
27,121,200,20.890200159507742,90.37562661789185,6.016857971741772,119.00254020597659,apple
20,70,17,30.4225078129966,61.37845767164121,6.681995627671415,72.07351788639757,blackgram
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
32,137,204,22.86006627,93.12859895,5.824151692999999,117.7296726,apple
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
39,5,29,28.24005508949492,98.82297997009509,5.780272899907775,157.22415387970918,coconut
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
4,40,25,27.51144589451116,48.03988816615156,6.772661831409947,96.84816213837229,mango
20,23,11,31.852069399999998,90.12220323,6.407715561,109.9455062,orange
38,69,15,20.135739525391262,64.01277431541891,6.162090513431596,47.868945930804664,lentil
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
114,27,48,27.82054812,93.03555162,6.528404377999999,26.32405487,muskmelon
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
87,61,19,25.246615672340614,67.3734350000856,6.0895084221764915,79.62668232379285,maize
114,21,55,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon
113,36,25,27.88536794081868,58.194360862191246,6.276401581630219,159.8340569148049,coffee
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
21,29,12,22.32004766551384,90.15898063288174,6.5109566971961526,116.93167107065092,orange
68,59,43,21.972937340818472,82.53609240373713,5.809552625862575,212.83805319958543,rice
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil
83,40,40,26.84919795928652,74.69196983812463,6.819781876060869,189.94233295201659,jute
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon
34,140,202,34.66834537202601,82.72867104483703,5.632616691337181,70.9956453574613,grapes
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango
84,60,36,25.48597932735,81.04103065900154,6.90612287685356,204.51479924530534,rice
22,71,15,27.774121642554114,65.56024804000398,7.797979328219869,37.551741166644355,lentil
38,50,51,32.24724597888113,92.57305899755644,6.929097925985065,74.58277359232984,papaya
113,56,17,24.85218824876763,79.85489833785388,8.020665214773404,82.3813415069769,cotton
40,62,19,27.40236249826669,34.92287435550254,4.648694157881673,97.90734176280432,pigeonpeas
12,63,17,18.83755325566077,19.009893447545743,5.752050585788718,136.41726447554035,kidneybeans
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
29,22,40,24.205222602376075,93.4834063401642,6.18328793775475,110.9866613742166,pomegranate
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
90,23,52,27.88794716710882,91.1344663314764,6.220547759566127,27.132047902118593,muskmelon
3,140,195,21.925958221493637,91.05159232248741,6.200528795279542,114.1673397202986,apple
89,26,34,22.03713096411022,64.45965014341009,7.172962835509779,133.51030628475223,coffee
83,39,43,26.404032429696464,84.03615900422481,6.503910316446206,180.69054729047187,jute
26,18,42,19.668612358737793,89.55316386806308,6.908459804271315,105.79390095060906,pomegranate
73,54,38,25.46683983753817,85.69257719477369,7.059042629605202,214.20187466360792,rice
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
13,39,21,30.044739386955435,64.34574373823548,8.231662396975649,66.63611558316204,mothbeans
24,21,41,21.378174039953986,87.93797296597293,7.026177522767283,106.41576075498901,pomegranate
2,47,16,29.50526773111426,86.24403976052386,6.3747328007564645,58.46880784541446,mungbean
23,5,45,21.04458530987003,93.31746965349625,7.2304060783146955,106.1432688914626,pomegranate
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
80,72,48,27.52427085298894,79.1664287665733,6.185636472012718,103.07523351879259,banana
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple
30,62,17,29.42131302161579,69.1112406058216,7.088550152938921,67.96496273286976,blackgram
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
98,35,25,25.809689491445315,51.96859351530168,6.275937431407805,166.57741643559623,coffee
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
96,23,43,27.924404834953755,92.70624590404951,6.375158554624195,21.42577124147964,muskmelon
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
4,41,26,27.72385702902544,50.17807308279687,6.836372149977619,91.97367861400186,mango
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil
31,77,25,23.45052302130145,22.62271051210267,5.976943186763157,62.58077504290833,kidneybeans
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
14,130,196,34.775266820854554,84.48590581269147,5.830066340321874,67.65052392183262,grapes
99,58,41,23.237876243246347,87.16279188201575,6.552445958821358,162.08862515880276,jute
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
34,37,19,24.84029462958712,62.94705540042181,9.157763962861829,32.7969491797465,mothbeans
6,77,20,24.72862329700498,60.644992435579205,6.159760209852958,50.75469002000314,lentil
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
25,37,21,30.190334438921152,56.961324322130366,5.921165708137971,61.92068363238228,mothbeans
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
89,48,39,26.364769198146774,73.92128866807663,5.982886573888703,153.36201188662795,jute
20,72,19,32.755284710249285,64.82499383001557,7.3616233515565,65.35468250314986,blackgram
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
33,74,22,33.54448965609611,69.02684189246166,6.71019139607217,62.814697544593024,blackgram
40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,pomegranate
75,36,44,23.28081,74.27607475,6.613341342999999,153.7447398,jute
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
101,75,50,26.59386409,81.40740301,6.242528277999999,109.9825551,banana
27,144,203,9.536969733296901,78.76487668781823,5.911682205495635,65.98759806933354,grapes
40,16,26,35.50480001973272,53.10051968655546,4.915920537684646,94.29018302915378,mango
59,56,76,20.70305505486299,17.12013212693012,9.005070723917154,83.12516816140865,chickpea
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute
47,46,52,22.888364448265403,91.68602235806586,6.466794688750137,201.03486359246665,papaya
32,18,13,13.700729783801696,93.37357446802854,5.822301397423285,107.74794136075928,orange
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
40,17,15,20.625038323927885,90.45620395713328,7.893759771745034,108.97852415370431,orange
27,77,20,24.2344747367055,61.48669769811999,5.573199477605946,91.93582976410485,pigeonpeas
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
100,7,45,28.179648751926972,94.4158115264724,6.154322297774409,26.744316291480416,muskmelon
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
21,135,190,23.10576294170803,92.66340759124203,5.612237000475316,122.86016284874191,apple
19,64,25,17.563642745309203,18.13209016314082,5.577988279318146,146.99206473365896,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
9,51,20,26.349657839774164,50.4832659029383,5.680421166667834,49.602045380683215,mothbeans
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
34,71,17,30.726624363088533,69.90592504839765,6.957700606057913,197.26858860384021,pigeonpeas
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
95,35,26,25.76691770657914,54.12082360011743,6.388669314189317,165.85225435984285,coffee
71,39,34,24.22419416260165,80.65901826260983,7.080139051166592,161.1298642761404,jute
4,61,18,26.84755261746474,67.97598356379073,7.28351331992272,42.01606756271968,lentil
104,26,31,24.69887787783513,63.692856551450596,6.532505300734456,147.30933574857943,coffee
92,24,34,23.292961623661498,64.74423103576227,7.018007192674105,132.9352668962822,coffee
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans
47,46,55,37.0582996442025,90.73727791613435,7.000572392306028,118.94660439871217,papaya
98,23,26,24.397773490356304,58.77929711642887,6.088170113175953,191.35803419782144,coffee
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
33,37,19,27.4061683073244,82.18700585756055,7.334295672804591,43.1660410795669,mungbean
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
99,77,51,25.348397935468178,84.31688217265047,6.206202375917588,89.66011508238391,banana
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
30,29,36,25.244783681126933,96.00443217350893,6.09369388570076,170.15034288363358,coconut
84,38,43,26.301098512889755,76.16274716113745,7.400854062633461,155.6893788001232,jute
34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
3,66,24,17.537786020828904,20.034023859462078,5.545076455078925,107.38932604891637,kidneybeans
21,64,22,25.141999052641633,68.21187282138656,7.012372794704256,74.35376151182612,blackgram
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
100,38,18,22.57093966164423,84.14758743305298,7.511772944779621,91.06825729775636,cotton
21,51,15,29.65346501422251,89.10547282206147,6.904416668496831,49.10473965301191,mungbean
16,75,21,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans
30,138,197,31.02263529144551,86.90332893514187,5.779720558078584,73.07041573003558,grapes
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
76,42,44,20.25107614101316,83.57488941735761,7.826548618659026,261.72016012925997,rice
67,43,38,24.679571601714134,71.00761186235133,7.149429313831224,190.20755009689492,jute
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas
71,34,24,22.33558055526169,61.49807137006458,5.647597796198233,67.02684663563552,maize
5,21,39,22.525952425889294,89.52604177780766,5.974370497856523,115.6135584566668,pomegranate
114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
78,49,45,23.895464652078328,83.76110308521618,7.147923341301626,161.84655445199755,jute
102,75,52,27.787227815909706,80.21795210840428,6.791833677176452,88.79697592644084,banana
113,74,48,28.983532773446882,76.53024902571377,5.781091529837055,87.27210517634087,banana
8,28,37,23.8309917442712,94.86594011371656,6.809980750898931,105.04156370929907,pomegranate
12,61,18,19.901166727945167,23.338392654078763,5.520629724423816,66.093662051914,kidneybeans
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
9,140,198,23.447360662350174,94.39706481573944,5.626992174402723,115.34362827946238,apple
2,61,20,22.777601695920247,22.34228572387359,6.012365448379295,74.84733743508035,kidneybeans
11,55,24,27.339419100791194,54.583933717168115,7.142028864581355,63.06834396717053,mothbeans
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
23,73,87,18.450347592287574,16.96794574575096,6.820122158251901,82.02166811403006,chickpea
0,17,30,34.81842860691742,45.492820975794395,6.1967924879336955,97.66611350175687,mango
1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
90,40,36,24.403019548717396,84.66889562157935,6.716775630657641,189.5188621759722,jute
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
5,15,39,17.74713626426185,88.88409362250256,5.644244709481654,106.82003287130051,pomegranate
145,41,18,22.600467874858143,77.8644948050884,5.929063608844755,77.87431370464225,cotton
14,18,36,31.09245065582055,45.070526956755714,4.791451115027797,91.50915136130973,mango
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
8,25,37,20.118519348346943,93.40857061181649,6.75048332262949,104.46329698759291,pomegranate
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
19,7,9,26.506378037769547,92.35941166505494,7.210336322265347,102.3359565354485,orange
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
33,23,45,20.14964773885509,83.0040950771728,7.079357024113599,114.64811683499575,pomegranate
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
55,80,15,29.04605837416411,65.20236456153923,7.584379442725213,69.73011344679395,blackgram
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
109,85,43,26.888108741480455,76.55523549445617,6.132016809402321,108.14646462679964,banana
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
100,24,28,26.761212494311145,56.58845796862868,6.8136054413116645,195.9747295458689,coffee
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
61,41,17,25.028625232309455,66.98936751863447,5.8402400502321585,76.49074773133698,maize
32,53,26,28.38127032839406,84.98440144280865,7.227589580362826,52.630317398961076,mungbean
107,15,56,28.888973715431526,95.26547486603947,6.064195195695116,22.92597417286412,muskmelon
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
103,11,46,27.89127108760015,91.11063179219494,6.331008857997062,26.81431346438037,muskmelon
8,25,35,20.041736307965635,93.53148400958494,6.668516842698855,104.54929980673036,pomegranate
27,39,23,27.080985968455995,88.77839881323827,6.829315241167647,53.28503407011923,mungbean
87,28,34,26.1714355394823,57.49390728200649,6.629877481981253,154.78583344119772,coffee
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
81,24,33,26.97456985871929,68.94095074359474,6.7918716375549515,120.55228041343231,coffee
108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
21,63,16,34.88528413498601,53.97726848201949,4.7958209876670095,181.07620303226554,pigeonpeas
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean
26,24,34,31.083418577843915,53.048092306532325,6.510752478510365,87.5437940705212,mango
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
2,125,200,22.542520606283638,91.4684951033563,5.645965908000198,123.31153439374691,apple
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut
60,70,83,17.60438100946944,18.437065916397955,7.578498081320661,81.42163414633353,chickpea
28,6,39,21.587679853725614,89.23719905793908,6.94090077604639,104.3951025615311,pomegranate
133,50,18,23.890803340777616,75.31413536765348,7.715076142962354,75.22359315109483,cotton
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram
32,72,20,20.78920705286663,46.71951768428946,6.099394334063826,199.35815048312313,pigeonpeas
71,47,39,25.10370978328202,74.53065120761582,6.249607794918209,181.4954840172783,jute
22,44,23,24.444563623153588,56.66728936875265,5.796862252514027,56.97295896128847,mothbeans
88,40,42,26.36861519339707,73.13670548093884,6.416178380601842,195.18859160932325,jute
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
39,73,78,16.391048393486653,17.10260123843802,7.313301998086668,90.13818551790287,chickpea
103,74,47,28.416096345505125,83.25856229021058,5.943968764713562,91.05374239621868,banana
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
16,57,17,35.18154663128932,39.40969067985254,7.494495574245855,179.21453070013214,pigeonpeas
80,26,47,27.967314944663894,94.40611992025207,6.484081068597258,23.615613003434575,muskmelon
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
86,17,51,29.769746951464555,90.56335599604719,6.67891320127848,25.075659518703677,muskmelon
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
26,57,20,19.682062047265262,20.28367747319034,5.545368549313796,95.51819770875692,kidneybeans
16,34,31,32.19069625985259,50.01266370711536,5.192517701641663,95.00505628522127,mango
32,143,195,9.577917587803535,80.54204737948308,5.910154279254452,68.46970281182736,grapes
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
30,58,20,25.02313940712985,52.59033176851537,5.696922580706813,53.247102772017534,mothbeans
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
97,30,30,26.78151325236488,60.801763488224815,6.334656582541759,204.0789718491415,coffee
3,56,19,25.353572522148824,42.673827375975506,4.711524696820756,100.35607440075914,pigeonpeas
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram
107,22,48,27.064144185042498,85.83785560635935,5.898728370584158,53.83403879244432,watermelon
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange
9,59,21,30.0517714945153,66.95089565708943,7.5792935829812915,40.88175040561573,lentil
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
124,50,15,22.453708207705564,73.47449751440801,6.612339714952851,70.14215265213653,cotton
117,37,32,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
98,49,15,18.62302231525109,71.70898114242421,5.62739784626632,90.40921524851377,maize
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
130,38,23,25.14644573020555,82.15387569028898,5.991796938678918,86.73655087988074,cotton
30,40,22,28.223971425478577,84.79441849221926,6.08777742963903,53.9734239216417,mungbean
32,60,16,29.470213146714382,82.66339800788283,6.490515115875512,54.915482395093264,mungbean
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
